"","Year","Month","Day","Hour","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","workdays","Member.type","num"
"1",2019,"Jan",1,0,0,0,0,56,64,44,"Non-workdays","Casual",7
"2",2019,"Jan",1,0,0,0,0,56,64,44,"Non-workdays","Member",53
"3",2019,"Jan",1,1,0,0,0,56,64,44,"Non-workdays","Casual",6
"4",2019,"Jan",1,1,0,0,0,56,64,44,"Non-workdays","Member",101
"5",2019,"Jan",1,2,0,0,0,56,64,44,"Non-workdays","Casual",24
"6",2019,"Jan",1,2,0,0,0,56,64,44,"Non-workdays","Member",78
"7",2019,"Jan",1,3,0,0,0,56,64,44,"Non-workdays","Casual",1
"8",2019,"Jan",1,3,0,0,0,56,64,44,"Non-workdays","Member",24
"9",2019,"Jan",1,4,0,0,0,56,64,44,"Non-workdays","Member",14
"10",2019,"Jan",1,5,0,0,0,56,64,44,"Non-workdays","Member",25
"11",2019,"Jan",1,6,0,0,0,56,64,44,"Non-workdays","Casual",2
"12",2019,"Jan",1,6,0,0,0,56,64,44,"Non-workdays","Member",29
"13",2019,"Jan",1,7,0,0,0,56,64,44,"Non-workdays","Casual",4
"14",2019,"Jan",1,7,0,0,0,56,64,44,"Non-workdays","Member",40
"15",2019,"Jan",1,8,0,0,0,56,64,44,"Non-workdays","Casual",3
"16",2019,"Jan",1,8,0,0,0,56,64,44,"Non-workdays","Member",73
"17",2019,"Jan",1,9,0,0,0,56,64,44,"Non-workdays","Casual",15
"18",2019,"Jan",1,9,0,0,0,56,64,44,"Non-workdays","Member",117
"19",2019,"Jan",1,10,0,0,0,56,64,44,"Non-workdays","Casual",39
"20",2019,"Jan",1,10,0,0,0,56,64,44,"Non-workdays","Member",180
"21",2019,"Jan",1,11,0,0,0,56,64,44,"Non-workdays","Casual",54
"22",2019,"Jan",1,11,0,0,0,56,64,44,"Non-workdays","Member",253
"23",2019,"Jan",1,12,0,0,0,56,64,44,"Non-workdays","Casual",140
"24",2019,"Jan",1,12,0,0,0,56,64,44,"Non-workdays","Member",303
"25",2019,"Jan",1,13,0,0,0,56,64,44,"Non-workdays","Casual",151
"26",2019,"Jan",1,13,0,0,0,56,64,44,"Non-workdays","Member",305
"27",2019,"Jan",1,14,0,0,0,56,64,44,"Non-workdays","Casual",146
"28",2019,"Jan",1,14,0,0,0,56,64,44,"Non-workdays","Member",321
"29",2019,"Jan",1,15,0,0,0,56,64,44,"Non-workdays","Casual",151
"30",2019,"Jan",1,15,0,0,0,56,64,44,"Non-workdays","Member",359
"31",2019,"Jan",1,16,0,0,0,56,64,44,"Non-workdays","Casual",120
"32",2019,"Jan",1,16,0,0,0,56,64,44,"Non-workdays","Member",355
"33",2019,"Jan",1,17,0,0,0,56,64,44,"Non-workdays","Casual",86
"34",2019,"Jan",1,17,0,0,0,56,64,44,"Non-workdays","Member",259
"35",2019,"Jan",1,18,0,0,0,56,64,44,"Non-workdays","Casual",35
"36",2019,"Jan",1,18,0,0,0,56,64,44,"Non-workdays","Member",179
"37",2019,"Jan",1,19,0,0,0,56,64,44,"Non-workdays","Casual",25
"38",2019,"Jan",1,19,0,0,0,56,64,44,"Non-workdays","Member",133
"39",2019,"Jan",1,20,0,0,0,56,64,44,"Non-workdays","Casual",32
"40",2019,"Jan",1,20,0,0,0,56,64,44,"Non-workdays","Member",102
"41",2019,"Jan",1,21,0,0,0,56,64,44,"Non-workdays","Casual",15
"42",2019,"Jan",1,21,0,0,0,56,64,44,"Non-workdays","Member",72
"43",2019,"Jan",1,22,0,0,0,56,64,44,"Non-workdays","Casual",16
"44",2019,"Jan",1,22,0,0,0,56,64,44,"Non-workdays","Member",44
"45",2019,"Jan",1,23,0,0,0,56,64,44,"Non-workdays","Casual",11
"46",2019,"Jan",1,23,0,0,0,56,64,44,"Non-workdays","Member",38
"47",2019,"Jan",2,0,0,0,0,46,48,42,"Workdays","Casual",3
"48",2019,"Jan",2,0,0,0,0,46,48,42,"Workdays","Member",16
"49",2019,"Jan",2,1,0,0,0,46,48,42,"Workdays","Casual",4
"50",2019,"Jan",2,1,0,0,0,46,48,42,"Workdays","Member",7
"51",2019,"Jan",2,2,0,0,0,46,48,42,"Workdays","Casual",1
"52",2019,"Jan",2,2,0,0,0,46,48,42,"Workdays","Member",8
"53",2019,"Jan",2,3,0,0,0,46,48,42,"Workdays","Casual",1
"54",2019,"Jan",2,3,0,0,0,46,48,42,"Workdays","Member",9
"55",2019,"Jan",2,4,0,0,0,46,48,42,"Workdays","Member",11
"56",2019,"Jan",2,5,0,0,0,46,48,42,"Workdays","Member",77
"57",2019,"Jan",2,6,0,0,0,46,48,42,"Workdays","Casual",3
"58",2019,"Jan",2,6,0,0,0,46,48,42,"Workdays","Member",232
"59",2019,"Jan",2,7,0,0,0,46,48,42,"Workdays","Casual",9
"60",2019,"Jan",2,7,0,0,0,46,48,42,"Workdays","Member",440
"61",2019,"Jan",2,8,0,0,0,46,48,42,"Workdays","Casual",22
"62",2019,"Jan",2,8,0,0,0,46,48,42,"Workdays","Member",709
"63",2019,"Jan",2,9,0,0,0,46,48,42,"Workdays","Casual",17
"64",2019,"Jan",2,9,0,0,0,46,48,42,"Workdays","Member",342
"65",2019,"Jan",2,10,0,0,0,46,48,42,"Workdays","Casual",48
"66",2019,"Jan",2,10,0,0,0,46,48,42,"Workdays","Member",198
"67",2019,"Jan",2,11,0,0,0,46,48,42,"Workdays","Casual",39
"68",2019,"Jan",2,11,0,0,0,46,48,42,"Workdays","Member",193
"69",2019,"Jan",2,12,0,0,0,46,48,42,"Workdays","Casual",52
"70",2019,"Jan",2,12,0,0,0,46,48,42,"Workdays","Member",256
"71",2019,"Jan",2,13,0,0,0,46,48,42,"Workdays","Casual",56
"72",2019,"Jan",2,13,0,0,0,46,48,42,"Workdays","Member",262
"73",2019,"Jan",2,14,0,0,0,46,48,42,"Workdays","Casual",75
"74",2019,"Jan",2,14,0,0,0,46,48,42,"Workdays","Member",229
"75",2019,"Jan",2,15,0,0,0,46,48,42,"Workdays","Casual",81
"76",2019,"Jan",2,15,0,0,0,46,48,42,"Workdays","Member",312
"77",2019,"Jan",2,16,0,0,0,46,48,42,"Workdays","Casual",80
"78",2019,"Jan",2,16,0,0,0,46,48,42,"Workdays","Member",461
"79",2019,"Jan",2,17,0,0,0,46,48,42,"Workdays","Casual",55
"80",2019,"Jan",2,17,0,0,0,46,48,42,"Workdays","Member",771
"81",2019,"Jan",2,18,0,0,0,46,48,42,"Workdays","Casual",29
"82",2019,"Jan",2,18,0,0,0,46,48,42,"Workdays","Member",593
"83",2019,"Jan",2,19,0,0,0,46,48,42,"Workdays","Casual",28
"84",2019,"Jan",2,19,0,0,0,46,48,42,"Workdays","Member",332
"85",2019,"Jan",2,20,0,0,0,46,48,42,"Workdays","Casual",23
"86",2019,"Jan",2,20,0,0,0,46,48,42,"Workdays","Member",198
"87",2019,"Jan",2,21,0,0,0,46,48,42,"Workdays","Casual",15
"88",2019,"Jan",2,21,0,0,0,46,48,42,"Workdays","Member",120
"89",2019,"Jan",2,22,0,0,0,46,48,42,"Workdays","Casual",16
"90",2019,"Jan",2,22,0,0,0,46,48,42,"Workdays","Member",78
"91",2019,"Jan",2,23,0,0,0,46,48,42,"Workdays","Casual",3
"92",2019,"Jan",2,23,0,0,0,46,48,42,"Workdays","Member",53
"93",2019,"Jan",3,0,0,0,0,47,51,40,"Workdays","Casual",7
"94",2019,"Jan",3,0,0,0,0,47,51,40,"Workdays","Member",17
"95",2019,"Jan",3,1,0,0,0,47,51,40,"Workdays","Casual",7
"96",2019,"Jan",3,1,0,0,0,47,51,40,"Workdays","Member",6
"97",2019,"Jan",3,2,0,0,0,47,51,40,"Workdays","Casual",8
"98",2019,"Jan",3,2,0,0,0,47,51,40,"Workdays","Member",4
"99",2019,"Jan",3,3,0,0,0,47,51,40,"Workdays","Casual",1
"100",2019,"Jan",3,3,0,0,0,47,51,40,"Workdays","Member",4
"101",2019,"Jan",3,4,0,0,0,47,51,40,"Workdays","Member",12
"102",2019,"Jan",3,5,0,0,0,47,51,40,"Workdays","Casual",3
"103",2019,"Jan",3,5,0,0,0,47,51,40,"Workdays","Member",69
"104",2019,"Jan",3,6,0,0,0,47,51,40,"Workdays","Casual",2
"105",2019,"Jan",3,6,0,0,0,47,51,40,"Workdays","Member",200
"106",2019,"Jan",3,7,0,0,0,47,51,40,"Workdays","Casual",7
"107",2019,"Jan",3,7,0,0,0,47,51,40,"Workdays","Member",460
"108",2019,"Jan",3,8,0,0,0,47,51,40,"Workdays","Casual",28
"109",2019,"Jan",3,8,0,0,0,47,51,40,"Workdays","Member",886
"110",2019,"Jan",3,9,0,0,0,47,51,40,"Workdays","Casual",35
"111",2019,"Jan",3,9,0,0,0,47,51,40,"Workdays","Member",412
"112",2019,"Jan",3,10,0,0,0,47,51,40,"Workdays","Casual",58
"113",2019,"Jan",3,10,0,0,0,47,51,40,"Workdays","Member",205
"114",2019,"Jan",3,11,0,0,0,47,51,40,"Workdays","Casual",101
"115",2019,"Jan",3,11,0,0,0,47,51,40,"Workdays","Member",227
"116",2019,"Jan",3,12,0,0,0,47,51,40,"Workdays","Casual",92
"117",2019,"Jan",3,12,0,0,0,47,51,40,"Workdays","Member",288
"118",2019,"Jan",3,13,0,0,0,47,51,40,"Workdays","Casual",103
"119",2019,"Jan",3,13,0,0,0,47,51,40,"Workdays","Member",295
"120",2019,"Jan",3,14,0,0,0,47,51,40,"Workdays","Casual",71
"121",2019,"Jan",3,14,0,0,0,47,51,40,"Workdays","Member",280
"122",2019,"Jan",3,15,0,0,0,47,51,40,"Workdays","Casual",82
"123",2019,"Jan",3,15,0,0,0,47,51,40,"Workdays","Member",325
"124",2019,"Jan",3,16,0,0,0,47,51,40,"Workdays","Casual",125
"125",2019,"Jan",3,16,0,0,0,47,51,40,"Workdays","Member",519
"126",2019,"Jan",3,17,0,0,0,47,51,40,"Workdays","Casual",86
"127",2019,"Jan",3,17,0,0,0,47,51,40,"Workdays","Member",852
"128",2019,"Jan",3,18,0,0,0,47,51,40,"Workdays","Casual",39
"129",2019,"Jan",3,18,0,0,0,47,51,40,"Workdays","Member",664
"130",2019,"Jan",3,19,0,0,0,47,51,40,"Workdays","Casual",23
"131",2019,"Jan",3,19,0,0,0,47,51,40,"Workdays","Member",397
"132",2019,"Jan",3,20,0,0,0,47,51,40,"Workdays","Casual",20
"133",2019,"Jan",3,20,0,0,0,47,51,40,"Workdays","Member",221
"134",2019,"Jan",3,21,0,0,0,47,51,40,"Workdays","Casual",17
"135",2019,"Jan",3,21,0,0,0,47,51,40,"Workdays","Member",147
"136",2019,"Jan",3,22,0,0,0,47,51,40,"Workdays","Casual",16
"137",2019,"Jan",3,22,0,0,0,47,51,40,"Workdays","Member",115
"138",2019,"Jan",3,23,0,0,0,47,51,40,"Workdays","Casual",7
"139",2019,"Jan",3,23,0,0,0,47,51,40,"Workdays","Member",61
"140",2019,"Jan",4,0,0.04,0,0,43,50,36,"Workdays","Casual",6
"141",2019,"Jan",4,0,0.04,0,0,43,50,36,"Workdays","Member",29
"142",2019,"Jan",4,1,0.04,0,0,43,50,36,"Workdays","Casual",3
"143",2019,"Jan",4,1,0.04,0,0,43,50,36,"Workdays","Member",16
"144",2019,"Jan",4,2,0.04,0,0,43,50,36,"Workdays","Casual",2
"145",2019,"Jan",4,2,0.04,0,0,43,50,36,"Workdays","Member",6
"146",2019,"Jan",4,3,0.04,0,0,43,50,36,"Workdays","Member",3
"147",2019,"Jan",4,4,0.04,0,0,43,50,36,"Workdays","Member",8
"148",2019,"Jan",4,5,0.04,0,0,43,50,36,"Workdays","Casual",1
"149",2019,"Jan",4,5,0.04,0,0,43,50,36,"Workdays","Member",64
"150",2019,"Jan",4,6,0.04,0,0,43,50,36,"Workdays","Member",204
"151",2019,"Jan",4,7,0.04,0,0,43,50,36,"Workdays","Casual",9
"152",2019,"Jan",4,7,0.04,0,0,43,50,36,"Workdays","Member",434
"153",2019,"Jan",4,8,0.04,0,0,43,50,36,"Workdays","Casual",21
"154",2019,"Jan",4,8,0.04,0,0,43,50,36,"Workdays","Member",872
"155",2019,"Jan",4,9,0.04,0,0,43,50,36,"Workdays","Casual",13
"156",2019,"Jan",4,9,0.04,0,0,43,50,36,"Workdays","Member",428
"157",2019,"Jan",4,10,0.04,0,0,43,50,36,"Workdays","Casual",34
"158",2019,"Jan",4,10,0.04,0,0,43,50,36,"Workdays","Member",264
"159",2019,"Jan",4,11,0.04,0,0,43,50,36,"Workdays","Casual",62
"160",2019,"Jan",4,11,0.04,0,0,43,50,36,"Workdays","Member",282
"161",2019,"Jan",4,12,0.04,0,0,43,50,36,"Workdays","Casual",96
"162",2019,"Jan",4,12,0.04,0,0,43,50,36,"Workdays","Member",305
"163",2019,"Jan",4,13,0.04,0,0,43,50,36,"Workdays","Casual",135
"164",2019,"Jan",4,13,0.04,0,0,43,50,36,"Workdays","Member",311
"165",2019,"Jan",4,14,0.04,0,0,43,50,36,"Workdays","Casual",117
"166",2019,"Jan",4,14,0.04,0,0,43,50,36,"Workdays","Member",318
"167",2019,"Jan",4,15,0.04,0,0,43,50,36,"Workdays","Casual",107
"168",2019,"Jan",4,15,0.04,0,0,43,50,36,"Workdays","Member",367
"169",2019,"Jan",4,16,0.04,0,0,43,50,36,"Workdays","Casual",98
"170",2019,"Jan",4,16,0.04,0,0,43,50,36,"Workdays","Member",516
"171",2019,"Jan",4,17,0.04,0,0,43,50,36,"Workdays","Casual",60
"172",2019,"Jan",4,17,0.04,0,0,43,50,36,"Workdays","Member",766
"173",2019,"Jan",4,18,0.04,0,0,43,50,36,"Workdays","Casual",40
"174",2019,"Jan",4,18,0.04,0,0,43,50,36,"Workdays","Member",562
"175",2019,"Jan",4,19,0.04,0,0,43,50,36,"Workdays","Casual",18
"176",2019,"Jan",4,19,0.04,0,0,43,50,36,"Workdays","Member",347
"177",2019,"Jan",4,20,0.04,0,0,43,50,36,"Workdays","Casual",9
"178",2019,"Jan",4,20,0.04,0,0,43,50,36,"Workdays","Member",172
"179",2019,"Jan",4,21,0.04,0,0,43,50,36,"Workdays","Casual",7
"180",2019,"Jan",4,21,0.04,0,0,43,50,36,"Workdays","Member",71
"181",2019,"Jan",4,22,0.04,0,0,43,50,36,"Workdays","Casual",5
"182",2019,"Jan",4,22,0.04,0,0,43,50,36,"Workdays","Member",86
"183",2019,"Jan",4,23,0.04,0,0,43,50,36,"Workdays","Casual",5
"184",2019,"Jan",4,23,0.04,0,0,43,50,36,"Workdays","Member",83
"185",2019,"Jan",5,0,0.04,0,0,48,54,46,"Non-workdays","Casual",2
"186",2019,"Jan",5,0,0.04,0,0,48,54,46,"Non-workdays","Member",61
"187",2019,"Jan",5,1,0.04,0,0,48,54,46,"Non-workdays","Casual",3
"188",2019,"Jan",5,1,0.04,0,0,48,54,46,"Non-workdays","Member",29
"189",2019,"Jan",5,2,0.04,0,0,48,54,46,"Non-workdays","Casual",1
"190",2019,"Jan",5,2,0.04,0,0,48,54,46,"Non-workdays","Member",21
"191",2019,"Jan",5,3,0.04,0,0,48,54,46,"Non-workdays","Member",13
"192",2019,"Jan",5,4,0.04,0,0,48,54,46,"Non-workdays","Member",3
"193",2019,"Jan",5,5,0.04,0,0,48,54,46,"Non-workdays","Casual",2
"194",2019,"Jan",5,5,0.04,0,0,48,54,46,"Non-workdays","Member",11
"195",2019,"Jan",5,6,0.04,0,0,48,54,46,"Non-workdays","Casual",1
"196",2019,"Jan",5,6,0.04,0,0,48,54,46,"Non-workdays","Member",31
"197",2019,"Jan",5,7,0.04,0,0,48,54,46,"Non-workdays","Casual",4
"198",2019,"Jan",5,7,0.04,0,0,48,54,46,"Non-workdays","Member",56
"199",2019,"Jan",5,8,0.04,0,0,48,54,46,"Non-workdays","Casual",6
"200",2019,"Jan",5,8,0.04,0,0,48,54,46,"Non-workdays","Member",146
"201",2019,"Jan",5,9,0.04,0,0,48,54,46,"Non-workdays","Casual",15
"202",2019,"Jan",5,9,0.04,0,0,48,54,46,"Non-workdays","Member",217
"203",2019,"Jan",5,10,0.04,0,0,48,54,46,"Non-workdays","Casual",35
"204",2019,"Jan",5,10,0.04,0,0,48,54,46,"Non-workdays","Member",241
"205",2019,"Jan",5,11,0.04,0,0,48,54,46,"Non-workdays","Casual",34
"206",2019,"Jan",5,11,0.04,0,0,48,54,46,"Non-workdays","Member",327
"207",2019,"Jan",5,12,0.04,0,0,48,54,46,"Non-workdays","Casual",75
"208",2019,"Jan",5,12,0.04,0,0,48,54,46,"Non-workdays","Member",376
"209",2019,"Jan",5,13,0.04,0,0,48,54,46,"Non-workdays","Casual",61
"210",2019,"Jan",5,13,0.04,0,0,48,54,46,"Non-workdays","Member",392
"211",2019,"Jan",5,14,0.04,0,0,48,54,46,"Non-workdays","Casual",47
"212",2019,"Jan",5,14,0.04,0,0,48,54,46,"Non-workdays","Member",275
"213",2019,"Jan",5,15,0.04,0,0,48,54,46,"Non-workdays","Casual",89
"214",2019,"Jan",5,15,0.04,0,0,48,54,46,"Non-workdays","Member",365
"215",2019,"Jan",5,16,0.04,0,0,48,54,46,"Non-workdays","Casual",112
"216",2019,"Jan",5,16,0.04,0,0,48,54,46,"Non-workdays","Member",386
"217",2019,"Jan",5,17,0.04,0,0,48,54,46,"Non-workdays","Casual",72
"218",2019,"Jan",5,17,0.04,0,0,48,54,46,"Non-workdays","Member",410
"219",2019,"Jan",5,18,0.04,0,0,48,54,46,"Non-workdays","Casual",38
"220",2019,"Jan",5,18,0.04,0,0,48,54,46,"Non-workdays","Member",276
"221",2019,"Jan",5,19,0.04,0,0,48,54,46,"Non-workdays","Casual",45
"222",2019,"Jan",5,19,0.04,0,0,48,54,46,"Non-workdays","Member",215
"223",2019,"Jan",5,20,0.04,0,0,48,54,46,"Non-workdays","Casual",21
"224",2019,"Jan",5,20,0.04,0,0,48,54,46,"Non-workdays","Member",157
"225",2019,"Jan",5,21,0.04,0,0,48,54,46,"Non-workdays","Casual",10
"226",2019,"Jan",5,21,0.04,0,0,48,54,46,"Non-workdays","Member",148
"227",2019,"Jan",5,22,0.04,0,0,48,54,46,"Non-workdays","Casual",14
"228",2019,"Jan",5,22,0.04,0,0,48,54,46,"Non-workdays","Member",135
"229",2019,"Jan",5,23,0.04,0,0,48,54,46,"Non-workdays","Casual",14
"230",2019,"Jan",5,23,0.04,0,0,48,54,46,"Non-workdays","Member",114
"231",2019,"Jan",6,0,0,0,0,50,57,39,"Non-workdays","Casual",16
"232",2019,"Jan",6,0,0,0,0,50,57,39,"Non-workdays","Member",77
"233",2019,"Jan",6,1,0,0,0,50,57,39,"Non-workdays","Casual",24
"234",2019,"Jan",6,1,0,0,0,50,57,39,"Non-workdays","Member",60
"235",2019,"Jan",6,2,0,0,0,50,57,39,"Non-workdays","Casual",5
"236",2019,"Jan",6,2,0,0,0,50,57,39,"Non-workdays","Member",28
"237",2019,"Jan",6,3,0,0,0,50,57,39,"Non-workdays","Casual",3
"238",2019,"Jan",6,3,0,0,0,50,57,39,"Non-workdays","Member",17
"239",2019,"Jan",6,4,0,0,0,50,57,39,"Non-workdays","Casual",2
"240",2019,"Jan",6,4,0,0,0,50,57,39,"Non-workdays","Member",9
"241",2019,"Jan",6,5,0,0,0,50,57,39,"Non-workdays","Member",7
"242",2019,"Jan",6,6,0,0,0,50,57,39,"Non-workdays","Casual",3
"243",2019,"Jan",6,6,0,0,0,50,57,39,"Non-workdays","Member",19
"244",2019,"Jan",6,7,0,0,0,50,57,39,"Non-workdays","Casual",3
"245",2019,"Jan",6,7,0,0,0,50,57,39,"Non-workdays","Member",51
"246",2019,"Jan",6,8,0,0,0,50,57,39,"Non-workdays","Casual",8
"247",2019,"Jan",6,8,0,0,0,50,57,39,"Non-workdays","Member",129
"248",2019,"Jan",6,9,0,0,0,50,57,39,"Non-workdays","Casual",28
"249",2019,"Jan",6,9,0,0,0,50,57,39,"Non-workdays","Member",224
"250",2019,"Jan",6,10,0,0,0,50,57,39,"Non-workdays","Casual",61
"251",2019,"Jan",6,10,0,0,0,50,57,39,"Non-workdays","Member",363
"252",2019,"Jan",6,11,0,0,0,50,57,39,"Non-workdays","Casual",101
"253",2019,"Jan",6,11,0,0,0,50,57,39,"Non-workdays","Member",425
"254",2019,"Jan",6,12,0,0,0,50,57,39,"Non-workdays","Casual",130
"255",2019,"Jan",6,12,0,0,0,50,57,39,"Non-workdays","Member",522
"256",2019,"Jan",6,13,0,0,0,50,57,39,"Non-workdays","Casual",161
"257",2019,"Jan",6,13,0,0,0,50,57,39,"Non-workdays","Member",510
"258",2019,"Jan",6,14,0,0,0,50,57,39,"Non-workdays","Casual",171
"259",2019,"Jan",6,14,0,0,0,50,57,39,"Non-workdays","Member",517
"260",2019,"Jan",6,15,0,0,0,50,57,39,"Non-workdays","Casual",167
"261",2019,"Jan",6,15,0,0,0,50,57,39,"Non-workdays","Member",491
"262",2019,"Jan",6,16,0,0,0,50,57,39,"Non-workdays","Casual",117
"263",2019,"Jan",6,16,0,0,0,50,57,39,"Non-workdays","Member",436
"264",2019,"Jan",6,17,0,0,0,50,57,39,"Non-workdays","Casual",64
"265",2019,"Jan",6,17,0,0,0,50,57,39,"Non-workdays","Member",305
"266",2019,"Jan",6,18,0,0,0,50,57,39,"Non-workdays","Casual",39
"267",2019,"Jan",6,18,0,0,0,50,57,39,"Non-workdays","Member",232
"268",2019,"Jan",6,19,0,0,0,50,57,39,"Non-workdays","Casual",25
"269",2019,"Jan",6,19,0,0,0,50,57,39,"Non-workdays","Member",166
"270",2019,"Jan",6,20,0,0,0,50,57,39,"Non-workdays","Casual",5
"271",2019,"Jan",6,20,0,0,0,50,57,39,"Non-workdays","Member",129
"272",2019,"Jan",6,21,0,0,0,50,57,39,"Non-workdays","Casual",6
"273",2019,"Jan",6,21,0,0,0,50,57,39,"Non-workdays","Member",71
"274",2019,"Jan",6,22,0,0,0,50,57,39,"Non-workdays","Casual",6
"275",2019,"Jan",6,22,0,0,0,50,57,39,"Non-workdays","Member",67
"276",2019,"Jan",6,23,0,0,0,50,57,39,"Non-workdays","Casual",4
"277",2019,"Jan",6,23,0,0,0,50,57,39,"Non-workdays","Member",46
"278",2019,"Jan",7,0,0,0,0,39,41,35,"Workdays","Casual",1
"279",2019,"Jan",7,0,0,0,0,39,41,35,"Workdays","Member",11
"280",2019,"Jan",7,1,0,0,0,39,41,35,"Workdays","Casual",2
"281",2019,"Jan",7,1,0,0,0,39,41,35,"Workdays","Member",8
"282",2019,"Jan",7,2,0,0,0,39,41,35,"Workdays","Casual",1
"283",2019,"Jan",7,2,0,0,0,39,41,35,"Workdays","Member",8
"284",2019,"Jan",7,3,0,0,0,39,41,35,"Workdays","Member",3
"285",2019,"Jan",7,4,0,0,0,39,41,35,"Workdays","Member",7
"286",2019,"Jan",7,5,0,0,0,39,41,35,"Workdays","Casual",4
"287",2019,"Jan",7,5,0,0,0,39,41,35,"Workdays","Member",71
"288",2019,"Jan",7,6,0,0,0,39,41,35,"Workdays","Member",231
"289",2019,"Jan",7,7,0,0,0,39,41,35,"Workdays","Casual",5
"290",2019,"Jan",7,7,0,0,0,39,41,35,"Workdays","Member",482
"291",2019,"Jan",7,8,0,0,0,39,41,35,"Workdays","Casual",19
"292",2019,"Jan",7,8,0,0,0,39,41,35,"Workdays","Member",824
"293",2019,"Jan",7,9,0,0,0,39,41,35,"Workdays","Casual",19
"294",2019,"Jan",7,9,0,0,0,39,41,35,"Workdays","Member",367
"295",2019,"Jan",7,10,0,0,0,39,41,35,"Workdays","Casual",12
"296",2019,"Jan",7,10,0,0,0,39,41,35,"Workdays","Member",155
"297",2019,"Jan",7,11,0,0,0,39,41,35,"Workdays","Casual",19
"298",2019,"Jan",7,11,0,0,0,39,41,35,"Workdays","Member",195
"299",2019,"Jan",7,12,0,0,0,39,41,35,"Workdays","Casual",13
"300",2019,"Jan",7,12,0,0,0,39,41,35,"Workdays","Member",211
"301",2019,"Jan",7,13,0,0,0,39,41,35,"Workdays","Casual",18
"302",2019,"Jan",7,13,0,0,0,39,41,35,"Workdays","Member",231
"303",2019,"Jan",7,14,0,0,0,39,41,35,"Workdays","Casual",26
"304",2019,"Jan",7,14,0,0,0,39,41,35,"Workdays","Member",240
"305",2019,"Jan",7,15,0,0,0,39,41,35,"Workdays","Casual",21
"306",2019,"Jan",7,15,0,0,0,39,41,35,"Workdays","Member",282
"307",2019,"Jan",7,16,0,0,0,39,41,35,"Workdays","Casual",19
"308",2019,"Jan",7,16,0,0,0,39,41,35,"Workdays","Member",469
"309",2019,"Jan",7,17,0,0,0,39,41,35,"Workdays","Casual",21
"310",2019,"Jan",7,17,0,0,0,39,41,35,"Workdays","Member",750
"311",2019,"Jan",7,18,0,0,0,39,41,35,"Workdays","Casual",7
"312",2019,"Jan",7,18,0,0,0,39,41,35,"Workdays","Member",592
"313",2019,"Jan",7,19,0,0,0,39,41,35,"Workdays","Casual",8
"314",2019,"Jan",7,19,0,0,0,39,41,35,"Workdays","Member",362
"315",2019,"Jan",7,20,0,0,0,39,41,35,"Workdays","Casual",7
"316",2019,"Jan",7,20,0,0,0,39,41,35,"Workdays","Member",206
"317",2019,"Jan",7,21,0,0,0,39,41,35,"Workdays","Casual",9
"318",2019,"Jan",7,21,0,0,0,39,41,35,"Workdays","Member",133
"319",2019,"Jan",7,22,0,0,0,39,41,35,"Workdays","Casual",3
"320",2019,"Jan",7,22,0,0,0,39,41,35,"Workdays","Member",94
"321",2019,"Jan",7,23,0,0,0,39,41,35,"Workdays","Casual",2
"322",2019,"Jan",7,23,0,0,0,39,41,35,"Workdays","Member",48
"323",2019,"Jan",8,0,0.24,0,0,45,60,39,"Workdays","Casual",1
"324",2019,"Jan",8,0,0.24,0,0,45,60,39,"Workdays","Member",13
"325",2019,"Jan",8,1,0.24,0,0,45,60,39,"Workdays","Member",3
"326",2019,"Jan",8,2,0.24,0,0,45,60,39,"Workdays","Member",4
"327",2019,"Jan",8,3,0.24,0,0,45,60,39,"Workdays","Member",3
"328",2019,"Jan",8,4,0.24,0,0,45,60,39,"Workdays","Member",8
"329",2019,"Jan",8,5,0.24,0,0,45,60,39,"Workdays","Casual",2
"330",2019,"Jan",8,5,0.24,0,0,45,60,39,"Workdays","Member",68
"331",2019,"Jan",8,6,0.24,0,0,45,60,39,"Workdays","Casual",1
"332",2019,"Jan",8,6,0.24,0,0,45,60,39,"Workdays","Member",235
"333",2019,"Jan",8,7,0.24,0,0,45,60,39,"Workdays","Casual",8
"334",2019,"Jan",8,7,0.24,0,0,45,60,39,"Workdays","Member",516
"335",2019,"Jan",8,8,0.24,0,0,45,60,39,"Workdays","Casual",16
"336",2019,"Jan",8,8,0.24,0,0,45,60,39,"Workdays","Member",887
"337",2019,"Jan",8,9,0.24,0,0,45,60,39,"Workdays","Casual",6
"338",2019,"Jan",8,9,0.24,0,0,45,60,39,"Workdays","Member",400
"339",2019,"Jan",8,10,0.24,0,0,45,60,39,"Workdays","Casual",14
"340",2019,"Jan",8,10,0.24,0,0,45,60,39,"Workdays","Member",186
"341",2019,"Jan",8,11,0.24,0,0,45,60,39,"Workdays","Casual",48
"342",2019,"Jan",8,11,0.24,0,0,45,60,39,"Workdays","Member",205
"343",2019,"Jan",8,12,0.24,0,0,45,60,39,"Workdays","Casual",31
"344",2019,"Jan",8,12,0.24,0,0,45,60,39,"Workdays","Member",288
"345",2019,"Jan",8,13,0.24,0,0,45,60,39,"Workdays","Casual",45
"346",2019,"Jan",8,13,0.24,0,0,45,60,39,"Workdays","Member",297
"347",2019,"Jan",8,14,0.24,0,0,45,60,39,"Workdays","Casual",56
"348",2019,"Jan",8,14,0.24,0,0,45,60,39,"Workdays","Member",312
"349",2019,"Jan",8,15,0.24,0,0,45,60,39,"Workdays","Casual",54
